original_language,original_title,overview,popularity,release_date,runtime,tagline,title,vote_average,vote_count,price
en,Coffy,"After her younger sister gets involved in drugs and is severely injured by contaminated heroin, a nurse sets out on a mission of vengeance and vigilante justice, killing drug dealers, pimps, and mobsters who cross her path.",3.029275,13/06/1973,91,The Baddest One-Chick Hit-Squad that ever hit town!,Coffy,7.2,58,6.99
en,Barfly,"Downtrodden writer Henry and distressed goddess Wanda aren't exactly husband and wife: they're wedded to their bar stools. But they like each other's company- and Barfly captures their giddy, gin-soaked attempts to make a go of life on the skids.",15.170192,02/09/1987,100,Some people never go crazy. What truly horrible lives they must lead.,Barfly,7.3,80,6.99
en,Eddie Murphy Raw,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",11.266569,25/11/1987,90,Shock has its value.,Eddie Murphy Raw,7.4,106,6.99
en,Empire of the Sun,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor named Basie, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirits, providing a beacon of hope for the others held captive with him.",10.220906,09/12/1987,153,"To survive in a world at war, he must find a strength greater than all the events that surround him.",Empire of the Sun,7.3,491,6.99
en,The Evil Dead,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",10.421679,15/10/1981,85,The Ultimate Experience In Grueling Terror,The Evil Dead,7.3,913,6.99
en,Simon Magus,"Simon is an outcast from his Jewish community because he claims that the devil talks to him and he has the ability to put curses on crops. When Dovid asks the 'Squire' to sell him some land so he can build a railway station, a ruthless businessman from the neighbouring gentile community uses Simon to find out who wants to buy the land so he can 'persuade' him otherwise",0.313628,17/02/1999,101,misfit - outcast - turncoat - prophet - hero,Simon Magus,10,1,9.99
en,Of Mice and Men,A mentally retarded giant and his level headed guardian find work at a sadistic cowboy's ranch in depression era America.,0.995919,30/12/1939,106,She was made for love... and tragedy.,Of Mice and Men,7.3,19,6.99
en,The Unbelievable Truth,"After serving time for murder, Josh Hutton returns to his home town where he meets Audry Hugo. No one can remember exactly what Josh did...",2.407454,01/04/1989,90,Can a nice girl from Long Island find happiness with a mass murderer?,The Unbelievable Truth,7.4,18,6.99
en,Elmer Gantry,An ex-football player becomes a popular evangelist in the 1920s Midwest.,6.409512,19/06/1960,146,If there was a dollar to be made - Gantry would make it... If there was a soul to be saved - Gantry would save it...,Elmer Gantry,7.3,41,6.99
en,Enemy at the Gates,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.,10.704813,13/03/2001,131,Some Men Are Born To Be Heroes.,Enemy at the Gates,7.2,1023,6.99
en,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",15.450789,11/10/2000,113,Some memories are best forgotten.,Memento,8.1,4168,7.99
en,Blow,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",12.332223,04/04/2001,124,Based on a True Story.,Blow,7.4,1352,6.99
en,Kingdom Come,"The documentary, Kingdom Come follows a first-time director (Daniel Gillies) as he tries to raise a million dollars to finance his first film, Broken Kingdom. This emotionally-charged journey is interwoven with over 30 rare interviews from acclaimed indie darlings including Mark Ruffalo, Illeana Douglas, Don Cheadle, Kevin Smith, Edward Burns, Tim Roth, Morgan Spurlock, Selma Blair, Robert Townsend, Bill Pullman and many more.",0.986251,01/01/2011,88,The unmaking of independent film,Kingdom Come,8,1,7.99
en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",11.299673,08/12/1983,170,The world is yours...,Scarface,8,3017,7.99
en,Days of Wine and Roses,"An alcoholic falls in love with and gets married to a young woman, whom he systematically addicts to booze so they can share his ""passion"" together.",3.942198,26/12/1962,117,"From the days of wine and roses, finally comes a night like this.",Days of Wine and Roses,7.5,39,7.99
en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",17.987728,16/05/2001,90,The greatest fairy tale never told.,Shrek,7.3,4183,6.99
en,Moulin Rouge!,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",13.691781,09/03/2001,127,No Laws. No Limits. One Rule. Never Fall In Love.,Moulin Rouge!,7.4,1348,6.99
en,Eight Men Out,"The great Chicago White Sox team of 1919 is the saddest team to ever win a pennent. The team is bitter at their penny pincher owner, Charles Comiskey, and at their own teammates. Gamblers take advantage of this opportunity to offer some players $ to throw the series (Most of the players didn't get as much as promised.) But Buck Weaver and the great Shoeless Joe Jackson turn back at the last minute to try and play their best. The Sox actually almost come back from a 3-1 deficit. 2 years later, the truth breaks out and the Sox are sued on multiple accounts. They are found innocent by the jury but baseball commissioner Landis has other plans. The eight players are suspended for life, and Buck Weaver, for the rest of his life, tries to clear his name.",4.861698,02/09/1988,119,"When the cheering stopped, there were... Eight Men Out.",Eight Men Out,7.5,63,7.99
en,Mississippi Burning,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his, former Sheriff, partner.",13.971865,08/12/1988,128,1964. When America was at war with itself.,Mississippi Burning,7.4,336,6.99
en,The Magnificent Seven,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,10.650752,22/10/1960,128,They were seven - And they fought like seven hundred!,The Magnificent Seven,7.4,472,6.99
en,Rio Bravo,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.",10.847383,17/03/1959,141,They fought back to back...No quarter given...No quarter asked...No way in...No way out...of Rio Bravo,Rio Bravo,7.6,265,7.99
en,The Sand Pebbles,"Engineer Jake Holman arrives aboard the gunboat U.S.S. San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and cynical nature soon clash with the ""rice-bowl"" system which runs the ship and the uneasy symbiosis between Chinese and foreigner on the river. Hostility towards the gunboat's presence reaches a climax when the boat must crash through a river-boom and rescue missionaries upriver at China Light Mission.",11.354247,20/12/1966,182,This is the heroic story of the men on the U.S.S. San Pablo who disturbed the sleeping dragon of savage China as the threatened world watched in breathless terror.,The Sand Pebbles,7.2,59,6.99
